lat_deg,f00_off_log2,f00_on_log2,f00_off_dev,f00_on_dev,f32_off_log2,f32_on_log2,f32_off_dev,f32_on_dev,f64_off_log2,f64_on_log2,f64_off_dev,f64_on_dev
29.927,-2.78425,-2.78425,0.24224,0.21943,-2.79213,-2.79213,0.24332,0.22683,-2.79901,-2.79901,0.23193,0.21924
29.839,-2.78685,-2.78685,0.23994,0.21731,-2.79481,-2.79481,0.24100,0.22460,-2.79692,-2.79692,0.23432,0.22183
29.751,-2.78849,-2.78849,0.23860,0.21615,-2.79923,-2.79923,0.23694,0.22065,-2.79736,-2.79736,0.23418,0.22189
29.663,-2.78928,-2.78928,0.23811,0.21584,-2.80491,-2.80491,0.23163,0.21544,-2.79615,-2.79615,0.23569,0.22360
29.575,-2.79009,-2.79009,0.23760,0.21552,-2.80678,-2.80678,0.23013,0.21403,-2.79701,-2.79701,0.23513,0.22324
29.487,-2.79164,-2.79164,0.23636,0.21446,-2.80720,-2.80720,0.23008,0.21408,-2.80022,-2.80022,0.23222,0.22053
29.399,-2.79382,-2.79382,0.23448,0.21276,-2.80769,-2.80769,0.22996,0.21406,-2.80712,-2.80712,0.22562,0.21413
29.312,-2.79624,-2.79624,0.23237,0.21083,-2.81028,-2.81028,0.22774,0.21194,-2.81423,-2.81423,0.21882,0.20753
29.224,-2.79874,-2.79874,0.23017,0.20881,-2.81269,-2.81269,0.22570,0.21000,-2.82148,-2.82148,0.21188,0.20079
29.136,-2.80254,-2.80254,0.22668,0.20551,-2.81351,-2.81351,0.22525,0.20966,-2.82742,-2.82742,0.20625,0.19535
29.048,-2.80469,-2.80469,0.22484,0.20384,-2.81465,-2.81465,0.22449,0.20899,-2.82895,-2.82895,0.20504,0.19434
28.960,-2.80698,-2.80698,0.22287,0.20205,-2.81771,-2.81771,0.22181,0.20641,-2.82859,-2.82859,0.20571,0.19521
28.872,-2.81080,-2.81080,0.21936,0.19873,-2.82009,-2.82009,0.21980,0.20450,-2.82794,-2.82794,0.20668,0.19637
28.784,-2.81371,-2.81371,0.21677,0.19631,-2.81844,-2.81844,0.22183,0.20663,-2.82884,-2.82884,0.20609,0.19598
28.696,-2.81824,-2.81824,0.21256,0.19228,-2.81882,-2.81882,0.22184,0.20673,-2.83093,-2.83093,0.20432,0.19440
28.608,-2.82182,-2.82182,0.20930,0.18919,-2.82236,-2.82236,0.21867,0.20366,-2.83364,-2.83364,0.20193,0.19221
28.521,-2.82646,-2.82646,0.20498,0.18505,-2.82665,-2.82665,0.21477,0.19986,-2.83634,-2.83634,0.19956,0.19002
28.433,-2.82830,-2.82830,0.20346,0.18371,-2.83047,-2.83047,0.21133,0.19652,-2.83921,-2.83921,0.19701,0.18767
28.345,-2.82896,-2.82896,0.20313,0.18355,-2.83330,-2.83330,0.20890,0.19418,-2.84038,-2.84038,0.19617,0.18702
28.257,-2.82818,-2.82818,0.20424,0.18484,-2.83599,-2.83599,0.20659,0.19197,-2.84341,-2.84341,0.19347,0.18450
28.169,-2.82728,-2.82728,0.20547,0.18624,-2.83937,-2.83937,0.20360,0.18907,-2.84823,-2.84823,0.18897,0.18020
28.081,-2.82978,-2.82978,0.20330,0.18424,-2.84435,-2.84435,0.19901,0.18458,-2.85346,-2.85346,0.18408,0.17549
27.993,-2.83169,-2.83169,0.20172,0.18284,-2.84657,-2.84657,0.19719,0.18285,-2.85832,-2.85832,0.17955,0.17115
27.905,-2.83488,-2.83488,0.19887,0.18016,-2.84887,-2.84887,0.19528,0.18104,-2.85815,-2.85815,0.18006,0.17185
27.817,-2.83879,-2.83879,0.19529,0.17675,-2.84967,-2.84967,0.19487,0.18073,-2.85710,-2.85710,0.18144,0.17342
27.729,-2.84118,-2.84118,0.19324,0.17487,-2.85250,-2.85250,0.19244,0.17839,-2.85713,-2.85713,0.18175,0.17391
27.642,-2.84305,-2.84305,0.19171,0.17352,-2.85479,-2.85479,0.19055,0.17659,-2.85769,-2.85769,0.18153,0.17388
27.554,-2.84534,-2.84534,0.18977,0.17174,-2.85727,-2.85727,0.18848,0.17461,-2.85996,-2.85996,0.17961,0.17214
27.466,-2.85014,-2.85014,0.18531,0.16745,-2.85979,-2.85979,0.18635,0.17259,-2.86477,-2.86477,0.17514,0.16785
27.378,-2.85490,-2.85490,0.18089,0.16320,-2.86192,-2.86192,0.18462,0.17095,-2.87004,-2.87005,0.17021,0.16311
27.290,-2.85940,-2.85939,0.17674,0.15922,-2.86425,-2.86424,0.18270,0.16912,-2.87447,-2.87448,0.16613,0.15920
27.202,-2.86325,-2.86324,0.17324,0.15590,-2.86656,-2.86655,0.18080,0.16732,-2.87632,-2.87633,0.16463,0.15788
27.114,-2.86333,-2.86332,0.17351,0.15634,-2.86903,-2.86900,0.17874,0.16536,-2.87623,-2.87625,0.16507,0.15850
27.026,-2.86268,-2.86266,0.17451,0.15752,-2.87186,-2.87183,0.17631,0.16304,-2.87785,-2.87788,0.16380,0.15740
26.938,-2.86470,-2.86468,0.17284,0.15602,-2.87589,-2.87584,0.17270,0.15953,-2.87961,-2.87964,0.16241,0.15617
26.851,-2.86650,-2.86646,0.17140,0.15475,-2.88017,-2.88011,0.16882,0.15576,-2.88437,-2.88442,0.15799,0.15193
26.763,-2.86981,-2.86977,0.16844,0.15197,-2.88514,-2.88507,0.16427,0.15131,-2.88924,-2.88929,0.15349,0.14759
26.675,-2.87307,-2.87301,0.16555,0.14925,-2.89003,-2.88994,0.15980,0.14695,-2.89488,-2.89494,0.14821,0.14248
26.587,-2.87649,-2.87643,0.16248,0.14636,-2.89562,-2.89552,0.15462,0.14188,-2.89870,-2.89878,0.14475,0.13918
26.499,-2.88088,-2.88080,0.15846,0.14251,-2.90050,-2.90037,0.15016,0.13753,-2.90019,-2.90029,0.14362,0.13821
26.411,-2.88202,-2.88193,0.15768,0.14191,-2.90365,-2.90350,0.14743,0.13491,-2.90089,-2.90101,0.14328,0.13804
26.323,-2.88346,-2.88336,0.15661,0.14102,-2.90499,-2.90482,0.14651,0.13410,-2.90157,-2.90170,0.14297,0.13789
26.235,-2.88529,-2.88517,0.15515,0.13973,-2.90554,-2.90534,0.14639,0.13409,-2.90202,-2.90217,0.14289,0.13796
26.147,-2.88532,-2.88518,0.15549,0.14025,-2.90735,-2.90713,0.14499,0.13281,-2.90270,-2.90286,0.14258,0.13781
26.060,-2.88547,-2.88532,0.15572,0.14065,-2.90942,-2.90917,0.14336,0.13129,-2.90549,-2.90567,0.14017,0.13554
25.972,-2.88745,-2.88728,0.15411,0.13922,-2.91328,-2.91300,0.13992,0.12797,-2.90889,-2.90909,0.13714,0.13267
25.884,-2.88829,-2.88810,0.15365,0.13894,-2.91517,-2.91487,0.13845,0.12662,-2.91428,-2.91451,0.13213,0.12780
25.796,-2.89055,-2.89035,0.15176,0.13723,-2.91440,-2.91406,0.13966,0.12794,-2.91752,-2.91777,0.12926,0.12508
25.708,-2.89240,-2.89217,0.15029,0.13594,-2.91274,-2.91237,0.14174,0.13015,-2.92155,-2.92182,0.12561,0.12158
25.620,-2.89534,-2.89509,0.14773,0.13356,-2.91223,-2.91182,0.14269,0.13122,-2.92398,-2.92429,0.12356,0.11967
25.532,-2.89803,-2.89776,0.14542,0.13143,-2.91536,-2.91492,0.14000,0.12865,-2.92472,-2.92505,0.12320,0.11946
25.444,-2.90188,-2.90160,0.14195,0.12814,-2.91846,-2.91799,0.13733,0.12610,-2.92329,-2.92364,0.12502,0.12142
25.356,-2.90381,-2.90350,0.14041,0.12678,-2.91865,-2.91814,0.13758,0.12648,-2.92167,-2.92205,0.12702,0.12356
25.269,-2.90526,-2.90492,0.13935,0.12590,-2.91996,-2.91940,0.13671,0.12574,-2.92376,-2.92417,0.12532,0.12200
25.181,-2.90641,-2.90605,0.13859,0.12531,-2.92301,-2.92241,0.13410,0.12325,-2.92916,-2.92960,0.12031,0.11712
25.093,-2.90817,-2.90778,0.13722,0.12413,-2.92713,-2.92650,0.13041,0.11970,-2.93274,-2.93321,0.11712,0.11406
25.005,-2.90962,-2.90921,0.13616,0.12325,-2.92930,-2.92861,0.12870,0.11811,-2.93202,-2.93253,0.11824,0.11531
24.917,-2.91321,-2.91277,0.13297,0.12024,-2.93298,-2.93225,0.12546,0.11500,-2.93098,-2.93152,0.11967,0.11687
24.829,-2.91734,-2.91687,0.12924,0.11669,-2.93317,-2.93240,0.12571,0.11538,-2.93070,-2.93127,0.12035,0.11768
24.741,-2.92222,-2.92172,0.12476,0.11239,-2.93627,-2.93545,0.12306,0.11287,-2.93236,-2.93297,0.11908,0.11654
24.653,-2.92821,-2.92768,0.11916,0.10698,-2.93974,-2.93887,0.12003,0.10997,-2.93516,-2.93581,0.11668,0.11427
24.565,-2.93295,-2.93239,0.11483,0.10282,-2.94220,-2.94128,0.11803,0.10810,-2.93815,-2.93883,0.11410,0.11181
24.478,-2.93814,-2.93756,0.11004,0.09821,-2.94431,-2.94334,0.11637,0.10657,-2.93793,-2.93865,0.11472,0.11255
24.390,-2.94362,-2.94300,0.10497,0.09333,-2.94840,-2.94738,0.11273,0.10307,-2.94142,-2.94218,0.11164,0.10959
24.302,-2.94642,-2.94577,0.10257,0.09112,-2.94965,-2.94857,0.11194,0.10242,-2.94807,-2.94886,0.10540,0.10347
24.214,-2.94763,-2.94694,0.10177,0.09050,-2.94874,-2.94761,0.11330,0.10392,-2.95266,-2.95350,0.10121,0.09940
24.126,-2.94992,-2.94920,0.09989,0.08880,-2.95249,-2.95130,0.11001,0.10077,-2.95492,-2.95581,0.09936,0.09767
24.038,-2.95436,-2.95361,0.09586,0.08495,-2.95693,-2.95569,0.10603,0.09692,-2.95534,-2.95626,0.09936,0.09778
23.950,-2.95679,-2.95600,0.09385,0.08313,-2.96286,-2.96156,0.10056,0.09159,-2.96093,-2.96190,0.09418,0.09271
23.862,-2.96078,-2.95996,0.09027,0.07973,-2.96734,-2.96598,0.09655,0.08772,-2.96966,-2.97067,0.08587,0.08452
23.774,-2.96549,-2.96464,0.08598,0.07562,-2.96895,-2.96753,0.09540,0.08671,-2.97531,-2.97636,0.08064,0.07940
23.687,-2.96986,-2.96897,0.08203,0.07186,-2.97079,-2.96931,0.09402,0.08548,-2.97934,-2.98044,0.07702,0.07589
23.599,-2.97344,-2.97251,0.07887,0.06888,-2.97215,-2.97061,0.09313,0.08473,-2.97942,-2.98057,0.07737,0.07634
23.511,-2.97601,-2.97504,0.07672,0.06692,-2.97388,-2.97228,0.09186,0.08360,-2.97808,-2.97928,0.07913,0.07821
23.423,-2.97750,-2.97650,0.07565,0.06603,-2.97769,-2.97602,0.08853,0.08041,-2.97570,-2.97694,0.08194,0.08112
23.335,-2.97818,-2.97713,0.07541,0.06597,-2.98185,-2.98012,0.08483,0.07687,-2.97567,-2.97696,0.08239,0.08168
23.247,-2.98044,-2.97936,0.07357,0.06431,-2.98469,-2.98288,0.08247,0.07465,-2.97652,-2.97786,0.08196,0.08135
23.159,-2.98242,-2.98130,0.07202,0.06295,-2.98481,-2.98294,0.08282,0.07514,-2.97961,-2.98100,0.07931,0.07879
23.071,-2.98537,-2.98421,0.06950,0.06061,-2.98647,-2.98454,0.08163,0.07410,-2.98362,-2.98506,0.07573,0.07532
22.983,-2.98707,-2.98586,0.06824,0.05953,-2.98816,-2.98615,0.08043,0.07305,-2.98883,-2.99033,0.07095,0.07063
22.896,-2.98842,-2.98717,0.06732,0.05880,-2.99021,-2.98813,0.07886,0.07162,-2.99400,-2.99554,0.06622,0.06600
22.808,-2.98944,-2.98815,0.06674,0.05840,-2.99348,-2.99133,0.07606,0.06898,-2.99885,-3.00044,0.06181,0.06168
22.720,-2.99068,-2.98934,0.06595,0.05779,-2.99481,-2.99259,0.07521,0.06828,-3.00350,-3.00515,0.05760,0.05756
22.632,-2.99199,-2.99061,0.06507,0.05710,-2.99866,-2.99637,0.07184,0.06506,-3.00653,-3.00823,0.05501,0.05507
22.544,-2.99421,-2.99278,0.06330,0.05551,-3.00139,-2.99902,0.06960,0.06297,-3.00630,-3.00806,0.05568,0.05583
22.456,-2.99588,-2.99440,0.06207,0.05447,-3.00311,-3.00067,0.06837,0.06189,-3.00510,-3.00692,0.05732,0.05756
22.368,-2.99772,-2.99620,0.06068,0.05326,-3.00333,-3.00082,0.06863,0.06230,-3.00532,-3.00719,0.05755,0.05787
22.280,-2.99938,-2.99782,0.05946,0.05223,-3.00617,-3.00358,0.06628,0.06010,-3.00490,-3.00682,0.05842,0.05883
22.192,-3.00149,-2.99988,0.05781,0.05076,-3.01010,-3.00743,0.06285,0.05682,-3.00598,-3.00796,0.05779,0.05828
22.104,-3.00363,-3.00198,0.05611,0.04925,-3.01226,-3.00952,0.06117,0.05530,-3.00538,-3.00742,0.05884,0.05942
22.017,-3.00575,-3.00405,0.05445,0.04776,-3.01364,-3.01082,0.06029,0.05457,-3.00654,-3.00864,0.05813,0.05879
21.929,-3.00803,-3.00628,0.05263,0.04613,-3.01453,-3.01163,0.05989,0.05433,-3.00851,-3.01066,0.05662,0.05736
21.841,-3.00919,-3.00739,0.05192,0.04560,-3.01485,-3.01186,0.06007,0.05466,-3.01133,-3.01354,0.05426,0.05508
21.753,-3.01041,-3.00856,0.05116,0.04503,-3.01453,-3.01146,0.06089,0.05564,-3.01530,-3.01758,0.05074,0.05164
21.665,-3.01205,-3.01015,0.04998,0.04403,-3.01543,-3.01228,0.06049,0.05539,-3.01803,-3.02037,0.04847,0.04945
21.577,-3.01338,-3.01144,0.04911,0.04334,-3.01607,-3.01285,0.06034,0.05540,-3.01939,-3.02179,0.04757,0.04863
21.489,-3.01455,-3.01255,0.04840,0.04282,-3.01957,-3.01626,0.05734,0.05256,-3.02096,-3.02343,0.04646,0.04759
21.401,-3.01604,-3.01399,0.04738,0.04198,-3.02391,-3.02052,0.05350,0.04888,-3.01858,-3.02110,0.04931,0.05052
21.313,-3.01541,-3.01331,0.04848,0.04327,-3.02715,-3.02367,0.05077,0.04631,-3.01644,-3.01902,0.05192,0.05320
21.226,-3.01334,-3.01119,0.05102,0.04599,-3.02747,-3.02391,0.05096,0.04665,-3.01829,-3.02094,0.05053,0.05188
21.138,-3.01016,-3.00796,0.05467,0.04982,-3.02734,-3.02369,0.05159,0.04744,-3.01958,-3.02229,0.04972,0.05114
21.050,-3.00751,-3.00526,0.05779,0.05312,-3.02571,-3.02198,0.05373,0.04974,-3.02026,-3.02304,0.04951,0.05100
20.962,-3.00800,-3.00570,0.05777,0.05329,-3.02853,-3.02471,0.05143,0.04759,-3.02156,-3.02440,0.04868,0.05024
20.874,-3.00983,-3.00747,0.05642,0.05211,-3.03248,-3.02857,0.04798,0.04431,-3.02313,-3.02603,0.04759,0.04922
20.786,-3.01172,-3.00931,0.05500,0.05088,-3.03298,-3.02899,0.04800,0.04448,-3.02698,-3.02995,0.04422,0.04591
20.698,-3.01171,-3.00925,0.05550,0.05156,-3.03109,-3.02700,0.05041,0.04705,-3.02955,-3.03259,0.04212,0.04388
20.610,-3.01168,-3.00916,0.05601,0.05225,-3.02830,-3.02413,0.05371,0.05051,-3.03044,-3.03355,0.04171,0.04353
20.522,-3.01285,-3.01027,0.05533,0.05175,-3.02657,-3.02230,0.05596,0.05293,-3.03037,-3.03354,0.04227,0.04415
20.435,-3.01457,-3.01194,0.05409,0.05069,-3.02788,-3.02353,0.05517,0.05230,-3.02893,-3.03217,0.04419,0.04614
20.347,-3.01620,-3.01351,0.05295,0.04973,-3.03194,-3.02750,0.05163,0.04892,-3.02802,-3.03133,0.04559,0.04759
20.259,-3.01739,-3.01465,0.05225,0.04921,-3.03738,-3.03284,0.04672,0.04416,-3.02874,-3.03211,0.04536,0.04742
20.171,-3.01780,-3.01500,0.05233,0.04947,-3.03797,-3.03335,0.04665,0.04425,-3.02928,-3.03272,0.04531,0.04743
20.083,-3.01762,-3.01477,0.05300,0.05032,-3.03435,-3.02963,0.05079,0.04856,-3.03050,-3.03401,0.04458,0.04676
19.995,-3.01781,-3.01490,0.05330,0.05081,-3.03118,-3.02637,0.05449,0.05242,-3.03357,-3.03715,0.04200,0.04423
19.907,-3.01919,-3.01623,0.05241,0.05010,-3.03172,-3.02682,0.05448,0.05257,-3.03609,-3.03973,0.03998,0.04227
19.819,-3.02116,-3.01815,0.05094,0.04880,-3.03246,-3.02746,0.05427,0.05252,-3.03824,-3.04195,0.03833,0.04067
19.731,-3.02237,-3.01929,0.05024,0.04828,-3.03337,-3.02829,0.05388,0.05230,-3.03841,-3.04219,0.03865,0.04105
19.644,-3.02501,-3.02188,0.04809,0.04631,-3.03323,-3.02805,0.05456,0.05314,-3.03820,-3.04205,0.03936,0.04182
19.556,-3.02872,-3.02553,0.04489,0.04328,-3.03265,-3.02738,0.05567,0.05441,-3.03682,-3.04075,0.04124,0.04375
19.468,-3.03171,-3.02847,0.04240,0.04098,-3.03639,-3.03102,0.05247,0.05137,-3.03664,-3.04064,0.04193,0.04448
19.380,-3.03510,-3.03180,0.03952,0.03827,-3.04048,-3.03501,0.04892,0.04798,-3.03981,-3.04388,0.03926,0.04187
19.292,-3.03886,-3.03550,0.03627,0.03520,-3.04593,-3.04037,0.04400,0.04322,-3.04607,-3.05021,0.03351,0.03616
19.204,-3.04280,-3.03939,0.03283,0.03194,-3.05293,-3.04727,0.03755,0.03693,-3.05209,-3.05630,0.02800,0.03070
19.116,-3.04705,-3.04358,0.02910,0.02838,-3.05982,-3.05406,0.03120,0.03075,-3.05559,-3.05987,0.02501,0.02776
19.028,-3.05116,-3.04763,0.02550,0.02496,-3.06308,-3.05723,0.02848,0.02819,-3.05966,-3.06401,0.02146,0.02425
18.940,-3.05418,-3.05059,0.02299,0.02263,-3.06359,-3.05764,0.02852,0.02839,-3.06190,-3.06632,0.01973,0.02257
18.853,-3.05677,-3.05312,0.02093,0.02074,-3.06815,-3.06211,0.02449,0.02453,-3.06078,-3.06528,0.02136,0.02425
18.765,-3.05782,-3.05412,0.02039,0.02037,-3.07595,-3.06981,0.01725,0.01744,-3.05954,-3.06411,0.02312,0.02605
18.677,-3.05802,-3.05425,0.02071,0.02087,-3.07962,-3.07339,0.01412,0.01448,-3.05995,-3.06459,0.02323,0.02620
18.589,-3.06094,-3.05712,0.01831,0.01864,-3.08067,-3.07434,0.01363,0.01414,-3.06323,-3.06794,0.02047,0.02349
18.501,-3.06367,-3.05979,0.01611,0.01661,-3.08079,-3.07436,0.01406,0.01473,-3.06629,-3.07107,0.01794,0.02099
18.413,-3.06310,-3.05916,0.01721,0.01789,-3.08069,-3.07416,0.01471,0.01555,-3.07107,-3.07592,0.01368,0.01678
18.325,-3.06360,-3.05960,0.01723,0.01808,-3.08008,-3.07346,0.01587,0.01688,-3.07412,-3.07905,0.01116,0.01429
18.237,-3.06465,-3.06059,0.01671,0.01773,-3.07931,-3.07259,0.01720,0.01836,-3.07625,-3.08125,0.00955,0.01273
18.149,-3.06435,-3.06024,0.01754,0.01873,-3.08093,-3.07411,0.01613,0.01746,-3.07597,-3.08105,0.01036,0.01357
18.062,-3.06340,-3.05922,0.01903,0.02039,-3.08343,-3.07651,0.01420,0.01568,-3.07587,-3.08102,0.01100,0.01424
17.974,-3.06476,-3.06053,0.01820,0.01974,-3.08522,-3.07821,0.01297,0.01461,-3.07588,-3.08110,0.01152,0.01481
17.886,-3.06993,-3.06564,0.01356,0.01527,-3.08461,-3.07749,0.01414,0.01595,-3.07782,-3.08311,0.01012,0.01344
17.798,-3.07491,-3.07056,0.00912,0.01099,-3.08576,-3.07855,0.01355,0.01551,-3.07995,-3.08531,0.00853,0.01188
17.710,-3.07658,-3.07216,0.00800,0.01004,-3.09055,-3.08324,0.00933,0.01146,-3.08175,-3.08719,0.00726,0.01065
17.622,-3.07911,-3.07464,0.00600,0.00822,-3.09425,-3.08684,0.00620,0.00848,-3.08497,-3.09048,0.00458,0.00800
17.534,-3.08195,-3.07742,0.00371,0.00609,-3.09849,-3.09098,0.00252,0.00496,-3.08794,-3.09353,0.00215,0.00561
17.446,-3.08349,-3.07890,0.00271,0.00526,-3.10349,-3.09588,-0.00191,0.00070,-3.08947,-3.09513,0.00117,0.00466
17.358,-3.08411,-3.07946,0.00264,0.00536,-3.10771,-3.10001,-0.00556,-0.00280,-3.09098,-3.09671,0.00020,0.00372
17.271,-3.08394,-3.07923,0.00336,0.00624,-3.10872,-3.10092,-0.00600,-0.00307,-3.09055,-3.09635,0.00118,0.00473
17.183,-3.08413,-3.07936,0.00372,0.00677,-3.10773,-3.09983,-0.00444,-0.00135,-3.09227,-3.09814,0.00002,0.00360
17.095,-3.08560,-3.08078,0.00280,0.00601,-3.10919,-3.10118,-0.00531,-0.00207,-3.09433,-3.10027,-0.00149,0.00212
17.007,-3.08854,-3.08365,0.00042,0.00380,-3.11148,-3.10337,-0.00703,-0.00362,-3.09606,-3.10208,-0.00267,0.00097
16.919,-3.09241,-3.08746,-0.00290,0.00065,-3.11255,-3.10434,-0.00753,-0.00396,-3.09724,-3.10334,-0.00330,0.00037
16.831,-3.09430,-3.08929,-0.00423,-0.00052,-3.11488,-3.10657,-0.00927,-0.00555,-3.09796,-3.10413,-0.00347,0.00023
16.743,-3.09397,-3.08891,-0.00335,0.00053,-3.11544,-3.10702,-0.00925,-0.00536,-3.09689,-3.10312,-0.00183,0.00189
16.655,-3.09425,-3.08913,-0.00306,0.00097,-3.11587,-3.10735,-0.00910,-0.00505,-3.09838,-3.10469,-0.00276,0.00099
16.567,-3.09559,-3.09041,-0.00384,0.00036,-3.11756,-3.10894,-0.01021,-0.00600,-3.10132,-3.10770,-0.00514,-0.00137
16.479,-3.09815,-3.09291,-0.00584,-0.00148,-3.12109,-3.11236,-0.01315,-0.00877,-3.10672,-3.11317,-0.00997,-0.00618
16.392,-3.10127,-3.09597,-0.00839,-0.00387,-3.12510,-3.11627,-0.01657,-0.01204,-3.10909,-3.11562,-0.01179,-0.00796
16.304,-3.10491,-3.09955,-0.01146,-0.00678,-3.12690,-3.11796,-0.01778,-0.01308,-3.11042,-3.11702,-0.01255,-0.00870
16.216,-3.10980,-3.10438,-0.01578,-0.01094,-3.12583,-3.11679,-0.01613,-0.01127,-3.11243,-3.11911,-0.01399,-0.01012
16.128,-3.11175,-3.10627,-0.01716,-0.01215,-3.12408,-3.11493,-0.01379,-0.00876,-3.11552,-3.12226,-0.01650,-0.01261
16.040,-3.11022,-3.10469,-0.01506,-0.00990,-3.12415,-3.11489,-0.01326,-0.00808,-3.11770,-3.12451,-0.01811,-0.01419
15.952,-3.11094,-3.10534,-0.01520,-0.00988,-3.12687,-3.11751,-0.01539,-0.01004,-3.11893,-3.12582,-0.01877,-0.01483
15.864,-3.11644,-3.11078,-0.02012,-0.01464,-3.13152,-3.12204,-0.01944,-0.01392,-3.11788,-3.12484,-0.01715,-0.01319
15.776,-3.12230,-3.11659,-0.02541,-0.01977,-3.13572,-3.12615,-0.02305,-0.01737,-3.11713,-3.12416,-0.01581,-0.01183
15.688,-3.12417,-3.11839,-0.02669,-0.02090,-3.14118,-3.13149,-0.02790,-0.02206,-3.11933,-3.12644,-0.01744,-0.01344
15.601,-3.12473,-3.11890,-0.02667,-0.02072,-3.14289,-3.13310,-0.02902,-0.02302,-3.12429,-3.13147,-0.02182,-0.01780
15.513,-3.12484,-3.11895,-0.02620,-0.02010,-3.14207,-3.13217,-0.02759,-0.02143,-3.12978,-3.13702,-0.02672,-0.02268
15.425,-3.12663,-3.12068,-0.02740,-0.02114,-3.13957,-3.12956,-0.02449,-0.01817,-3.13395,-3.14127,-0.03031,-0.02625
15.337,-3.12875,-3.12275,-0.02894,-0.02253,-3.14096,-3.13085,-0.02528,-0.01880,-3.13538,-3.14277,-0.03115,-0.02708
15.249,-3.12957,-3.12350,-0.02916,-0.02260,-3.14688,-3.13666,-0.03059,-0.02395,-3.13602,-3.14348,-0.03121,-0.02711
15.161,-3.13165,-3.12553,-0.03066,-0.02395,-3.14978,-3.13946,-0.03288,-0.02608,-3.13659,-3.14412,-0.03118,-0.02707
15.073,-3.13551,-3.12933,-0.03392,-0.02706,-3.15600,-3.14556,-0.03849,-0.03153,-3.13783,-3.14543,-0.03183,-0.02771
14.985,-3.14015,-3.13391,-0.03797,-0.03095,-3.15933,-3.14878,-0.04121,-0.03409,-3.14084,-3.14850,-0.03425,-0.03010
14.897,-3.14298,-3.13669,-0.04020,-0.03304,-3.15812,-3.14747,-0.03939,-0.03211,-3.14139,-3.14912,-0.03420,-0.03004
14.810,-3.14413,-3.13778,-0.04075,-0.03344,-3.15998,-3.14923,-0.04064,-0.03320,-3.14120,-3.14900,-0.03342,-0.02924
14.722,-3.14468,-3.13827,-0.04070,-0.03324,-3.16200,-3.15114,-0.04205,-0.03445,-3.14039,-3.14826,-0.03201,-0.02781
14.634,-3.14665,-3.14019,-0.04207,-0.03446,-3.16516,-3.15419,-0.04459,-0.03683,-3.13985,-3.14778,-0.03086,-0.02665
14.546,-3.14988,-3.14336,-0.04469,-0.03694,-3.16729,-3.15621,-0.04610,-0.03818,-3.13868,-3.14668,-0.02910,-0.02487
14.458,-3.15375,-3.14718,-0.04796,-0.04006,-3.16943,-3.15825,-0.04762,-0.03955,-3.14322,-3.15129,-0.03304,-0.02879
14.370,-3.15815,-3.15152,-0.05176,-0.04371,-3.17053,-3.15925,-0.04810,-0.03988,-3.14684,-3.15497,-0.03604,-0.03178
14.282,-3.16053,-3.15384,-0.05352,-0.04533,-3.17055,-3.15916,-0.04750,-0.03912,-3.15005,-3.15824,-0.03865,-0.03437
14.194,-3.16110,-3.15436,-0.05348,-0.04515,-3.17298,-3.16148,-0.04930,-0.04076,-3.15121,-3.15947,-0.03920,-0.03491
14.106,-3.15961,-3.15281,-0.05138,-0.04290,-3.17329,-3.16168,-0.04898,-0.04029,-3.15183,-3.16016,-0.03921,-0.03491
14.019,-3.15696,-3.15011,-0.04812,-0.03950,-3.17455,-3.16284,-0.04962,-0.04077,-3.15236,-3.16075,-0.03913,-0.03481
13.931,-3.15545,-3.14854,-0.04599,-0.03723,-3.17548,-3.16366,-0.04992,-0.04092,-3.15371,-3.16216,-0.03986,-0.03553
13.843,-3.15560,-3.14864,-0.04553,-0.03662,-3.17474,-3.16282,-0.04855,-0.03940,-3.15657,-3.16509,-0.04211,-0.03776
13.755,-3.15686,-3.14987,-0.04617,-0.03715,-3.17436,-3.16238,-0.04754,-0.03828,-3.15926,-3.16787,-0.04418,-0.03985
13.667,-3.16062,-3.15408,-0.04931,-0.04066,-3.17676,-3.16557,-0.04931,-0.04078,-3.16108,-3.17043,-0.04538,-0.04172
13.579,-3.16428,-3.15830,-0.05234,-0.04416,-3.18134,-3.17114,-0.05326,-0.04568,-3.16056,-3.17081,-0.04423,-0.04139
13.491,-3.16761,-3.16219,-0.05505,-0.04734,-3.18546,-3.17626,-0.05674,-0.05011,-3.16123,-3.17238,-0.04429,-0.04227
13.403,-3.16979,-3.16493,-0.05660,-0.04937,-3.18438,-3.17617,-0.05503,-0.04934,-3.16045,-3.17249,-0.04288,-0.04169
13.315,-3.17004,-3.16574,-0.05622,-0.04947,-3.18176,-3.17453,-0.05177,-0.04702,-3.16196,-3.17490,-0.04376,-0.04339
13.228,-3.16839,-3.16467,-0.05394,-0.04770,-3.18091,-3.17461,-0.05027,-0.04641,-3.16418,-3.17799,-0.04535,-0.04579
13.140,-3.16867,-3.16574,-0.05358,-0.04805,-3.18365,-3.17808,-0.05238,-0.04919,-3.16599,-3.18059,-0.04653,-0.04768
13.052,-3.16999,-3.16786,-0.05428,-0.04946,-3.18516,-3.18030,-0.05324,-0.05072,-3.16472,-3.18009,-0.04463,-0.04648
12.964,-3.17089,-3.16956,-0.05454,-0.05043,-3.18812,-3.18399,-0.05555,-0.05371,-3.16403,-3.18017,-0.04330,-0.04585
